Term	ID	Genes	Adj.pvalue	Enrichment
regulated exocytosis	GO:0045055	A2M B2M BST2 CD36 CD9 CDA CHI3L1 CLEC3B CLU CSNK2B CTSC DSP ENDOD1 GALNS GAS6 HGF HMOX1 HSPA1A IGF2 ISLR ITGB3 JUP LGALS3BP MGAM MME NOTCH1 PCDH7 RAC2 RASGRP1 SEPT5 SYT7 TGFB2 TNFAIP6 TUBB VCL VEGFA	0.00744866291446829	0.0493150684931507
regulation of apoptotic process	GO:0042981	AATF ACKR3 ADAMTSL4 ALDH1A3 AMIGO2 ANKRD1 ARNT2 ATF5 BMP8B CAMK1D CLU COL18A1 COMP CRLF1 CTSC CXCL12 DAPK1 EYA2 F2R GAS6 GDNF HGF HMOX1 HSPA1A HSPB1 IER3 IFI6 IGFBP3 ILK INHBA ITGA1 ITGA5 ITGA6 KCNMA1 KRT18 LGMN LPAR1 MYOCD NDNF NES NOTCH1 PDGFRB PLEKHG2 PTGIS PTN RARB RASSF3 RPS6KA2 SERPINB2 SIK1 SLC9A3R1 SOX4 SPHK1 STAT1 TBX3 TCF7 TGFB2 TRIM2 UNC5B VEGFA	0.00753486348957569	0.0413793103448276
cardiac chamber formation	GO:0003207	NOTCH1 SOX11 SOX4 TBX2	0.00753486348957569	0.333333333333333
limb bud formation	GO:0060174	PLXNA2 SEMA3C SOX11 SOX4	0.00767280993903298	0.4
phosphatidylinositol-mediated signaling	GO:0048015	DCN F2R FLT1 HGF IER3 PDGFC PDGFRB RASGRP1 RELN SERPINE2 SLC9A3R1 TGFB2 UNC5B WNT16	0.00767280993903298	0.0927152317880795
cardioblast differentiation	GO:0010002	MYOCD NOTCH1 RBPJ TBX2 TGFB2	0.00767280993903298	0.263157894736842
neuron projection morphogenesis	GO:0048812	AUTS2 CCKAR CRABP2 CXCL12 DOCK10 EPB41L3 EPHA4 EPHA5 ETV1 FLRT2 GDNF GJA1 ILK ITGA1 LAMA2 NBL1 NFIB NOTCH1 NRP2 NRXN3 PLXNA2 PLXND1 POSTN RELN SDC2 SEMA3B SEMA3C SPP1 TRPC6 TRPV2 UNC5B VASP VCL VEGFA VLDLR	0.00777406675837833	0.0603448275862069
positive regulation of MAPK cascade	GO:0043410	ACKR3 C1QTNF1 CD24 CD36 CD4 CHI3L1 CSPG4 EPHA4 F2R FGF1 FLT1 FZD4 FZD7 GAS6 HGF IGF2 IGFBP3 ILK ITGA1 LPAR1 NOTCH1 PDGFC PDGFRB RASGRP1 TGFB2 VEGFA WNT16	0.0077955343574091	0.0555555555555556
hormone metabolic process	GO:0042445	ALDH1A3 BACE2 CORIN CPE CRABP2 DHRS3 DIO2 FOXE1 GCNT4 HSD17B6 MME RBP4 RDH5 SPP1	0.00788571932994824	0.074468085106383
regulation of timing of cell differentiation	GO:0048505	HES1 NOTCH1 RBPJ SERPINE2	0.00788571932994824	0.333333333333333
renal system process	GO:0003014	CORIN F2R GAS6 GJA1 KCNMA1 LGMN MCAM SLC9A3R1 SULF1 SULF2 WNK4	0.00814155471180266	0.0973451327433628
negative regulation of signaling	GO:0023057	ACKR3 ADAMTS12 BICC1 CBLB CLU CXCL12 DAPK1 DCN DDIT4 DHRS3 EYA2 FBLN1 FLRT2 GAS6 GBP1 GDNF GREM2 HEYL HGF HIC1 HMOX1 HSPA1A HSPB1 IFI6 IGFBP3 INHBA ITGA1 ITGA6 LGMN LRRC15 MYOCD NBL1 NFATC1 NLRC5 NOTCH1 PALM PDGFRB PEAR1 PEG10 PID1 PODNL1 PSME2 RGS4 RGS5 SERPINE2 SESN3 SHANK2 SLC9A3R1 SPRY4 STAT1 SULF1 SULF2 TGFB2 TRIB3 UNC5B	0.00831500927502504	0.0441412520064205
negative regulation of cell adhesion	GO:0007162	AJAP1 ARHGDIB ASS1 C1QTNF1 CD9 CXCL12 FBLN1 FZD4 FZD7 GBP1 LOXL3 LRRC32 NOTCH1 PLXND1 POSTN PRKG1 SERPINE2	0.0084614489071606	0.0726495726495727
negative regulation of platelet aggregation	GO:0090331	C1QTNF1 CD9 PRKG1 SERPINE2	0.00855658021087326	0.363636363636364
negative regulation of cell differentiation	GO:0045596	ADAMTS12 B2M DPYSL3 EPHA4 FBLN1 FZD7 GBP1 HES1 ID4 INHBA ITGB3 JAG1 LOXL3 LPAR1 LRRC17 MEIS2 MYOCD NOTCH1 NOTCH3 PBX1 POSTN PTN RARB RBPJ RUNX1T1 SOX11 SPP1 STAT1 TBX3 TGFB2 TRIB3 TRPC6	0.00858616425358542	0.0506329113924051
negative regulation of apoptotic process	GO:0043066	AATF ACKR3 AMIGO2 ARNT2 ATF5 CAMK1D CLU COMP CRLF1 CXCL12 DAPK1 EYA2 F2R GAS6 GDNF HGF HMOX1 HSPA1A HSPB1 IER3 IFI6 ILK ITGA5 ITGA6 KRT18 LGMN MYOCD NDNF NES NOTCH1 PDGFRB RARB SERPINB2 SPHK1 TBX3 TCF7 UNC5B VEGFA	0.0087412174855071	0.0462287104622871
cartilage development	GO:0051216	ADAMTS12 BMP8B CHI3L1 COL11A1 COMP ITGB8 LUM MAF NFIB PITX1 RARB SULF1 SULF2 TRPS1	0.0087645443718679	0.0795454545454545
inositol lipid-mediated signaling	GO:0048017	DCN F2R FLT1 HGF IER3 PDGFC PDGFRB RASGRP1 RELN SERPINE2 SLC9A3R1 TGFB2 UNC5B WNT16	0.00894278875838835	0.0909090909090909
actin filament-based process	GO:0030029	ANKRD1 ARHGDIB AUTS2 BST2 CAPG CELSR1 CFL2 CNN1 CXCL12 DAAM2 DMD DPYSL3 DSG2 DSP EPB41L3 EPHA5 FGF7 FHOD3 GJA1 ILK JUP KRT19 LDB3 LMOD1 LPAR1 NEDD9 PDGFRB PDLIM3 PLEKHG2 PRKG1 RAC2 S100A10 SLC9A3R1 SYNPO2 TNXB TPM2 VASP	0.0089920295904655	0.0558912386706949
positive regulation of transcription from RNA polymerase II promoter in response to hypoxia	GO:0061419	NOTCH1 RBPJ VEGFA	0.00910840118850147	0.75
keratan sulfate catabolic process	GO:0042340	ACAN GALNS LUM PRELP	0.00935167842477076	0.333333333333333
response to mechanical stimulus	GO:0009612	ANKRD1 ANO3 CHI3L1 COL11A1 CXCL12 DCN DMD ETV1 GJA1 JUP KCNK2 MEIS2 PIEZO2 POSTN PPL SERPINE2	0.00938944015871089	0.0769230769230769
camera-type eye development	GO:0043010	ALDH1A3 COL4A1 COL8A2 FZD4 INHBA JAG1 MAB21L2 MAF NES PDGFRB PPP1R13L PTN RARB RBP4 SOX11 TBX2 TENM3 TGFB2 VEGFA WNT16	0.00955482364438075	0.068259385665529
auditory receptor cell fate commitment	GO:0009912	HES1 NOTCH1 RBPJ	0.00969007641297298	0.5
endothelium development	GO:0003158	ADAMTS12 COL18A1 CSNK2B FGF1 GJA1 HEG1 JAG1 NOTCH1 NR2F2 PTN RBPJ	0.00994378946354515	0.0990990990990991
pulmonary valve morphogenesis	GO:0003184	HEYL JAG1 NOTCH1 TGFB2	0.0101903600045381	0.333333333333333
positive regulation of calcium ion transport	GO:0051928	CD4 CEMIP CXCL12 F2R HSPA2 JPH2 MYLK PDGFRB TRPC6 TRPV2	0.0104611151999473	0.0970873786407767
axon guidance	GO:0007411	CXCL12 EPHA4 EPHA5 ETV1 FLRT2 GDNF LAMA2 NFIB NRP2 NRXN3 PLXNA2 RELN SEMA3B SEMA3C UNC5B VASP VEGFA VLDLR	0.0104611151999473	0.08
cell morphogenesis involved in neuron differentiation	GO:0048667	AUTS2 CCKAR CRABP2 CXCL12 DOCK10 EPHA4 EPHA5 ETV1 FLRT2 GDNF HES1 ILK LAMA2 NFIB NOTCH1 NRP2 NRXN3 PLXNA2 PLXND1 RELN SDC2 SEMA3B SEMA3C SLC9A3R1 SPP1 TRPC6 TRPV2 UNC5B VASP VCL VEGFA VLDLR	0.010590235674826	0.0613026819923372
developmental growth	GO:0048589	ATF5 AUTS2 COMP CRABP2 CXCL12 DDX39B FGF1 FGF7 FOXS1 FZD7 GJA1 HEG1 ILK KCNK2 KIF26B LGMN NOTCH1 NRP2 PDGFRB PHLDA2 PLXNA2 POSTN PPP1R13L RARB RBP4 RBPJ SPP1 TBX2 TGFB2 TRPV2 VCL VEGFA	0.0107354754468534	0.0567375886524823
organ growth	GO:0035265	COMP DDX39B FGF7 GJA1 HEG1 KCNK2 NOTCH1 PDGFRB RARB RBP4 RBPJ TBX2 TGFB2	0.0108118532614562	0.0896551724137931
regulation of development, heterochronic	GO:0040034	HES1 NOTCH1 RBPJ SERPINE2	0.0108232249175777	0.307692307692308
neuron projection guidance	GO:0097485	CXCL12 EPHA4 EPHA5 ETV1 FLRT2 GDNF LAMA2 NFIB NRP2 NRXN3 PLXNA2 RELN SEMA3B SEMA3C UNC5B VASP VEGFA VLDLR	0.0112536645791914	0.079295154185022
renal tubule morphogenesis	GO:0061333	COL4A1 FGF1 GDNF HES1 ILK KIF26B PBX1 VEGFA WNK4	0.0118311045257903	0.116883116883117
positive regulation of neuron differentiation	GO:0045666	ANKRD1 CAMK1D CRABP2 CXCL12 DPYSL3 EPHA4 HEYL HGF ILK LPAR1 NBL1 NDNF PLXND1 PTN RARB RELN SOX11 TENM3 TRPC6 TRPV2 VEGFA VLDLR	0.0121203635113203	0.0685358255451713
positive regulation of cell development	GO:0010720	ANKRD1 CAMK1D CRABP2 CXCL12 DDX39B DPYSL3 EPHA4 HES1 HEYL HGF ILK LPAR1 NBL1 NDNF NOTCH1 PLXND1 PTN RARB RELN S100A10 SEMA3C SERPINE2 SOX11 TENM3 TRPC6 TRPV2 VEGFA VLDLR	0.0121504752978848	0.0597014925373134
regulation of cytokine production	GO:0001817	AGPAT1 B2M BST2 CADM1 CD24 CD36 CD4 CDH3 CLU CMKLR1 F2R GAS6 GBP1 HEG1 HGF HMOX1 HSPA1A HSPB1 INHBA LRRC32 LUM NLRC5 POSTN RASGRP1 SPHK1 STAT1 SULF1 SULF2 TGFB2	0.0124385881077377	0.0480132450331126
cardiac muscle cell myoblast differentiation	GO:0060379	MYOCD NOTCH1 RBPJ TBX2	0.0124734998730497	0.363636363636364
mesenchymal cell development	GO:0014031	EDNRA GDNF HES1 HEYL JAG1 NOTCH1 SEMA3C SOX11	0.0127427950125457	0.123076923076923
cardiac muscle cell proliferation	GO:0060038	GJA1 KCNK2 NOTCH1 RBP4 RBPJ TBX2 TGFB2	0.0134651024364283	0.148936170212766
endodermal cell differentiation	GO:0035987	COL11A1 COL12A1 COL4A2 INHBA ITGA5 ITGA7 MMP2	0.0135021127553296	0.152173913043478
positive regulation of transport	GO:0051050	ANKRD1 B2M C1QTNF1 CADM1 CAMK1D CD36 CD4 CDH3 CEMIP CXCL12 DMD F2R FHL1 GAS6 GDNF GJA1 HES1 HSPA2 INHBA JPH2 JUP KCNMB1 MYLK OXTR PDGFRB POSTN RAC2 RASGRP1 RBP4 RELN SDC1 SGIP1 SOX11 SOX4 SPHK1 SPP1 SULF2 SYT7 TGFB2 TRH TRPC6 TRPV2 VEGFA	0.0135253557629659	0.0453586497890295
phosphorylation	GO:0016310	ACKR3 ADM2 BMP8B C1QTNF1 CAMK1D CBLB CD24 CD36 CD4 CEMIP CENPE CHI3L1 CLU CRLF1 CSNK2B CSPG4 DAPK1 DCN DDIT4 DMD ENPP2 EPHA4 EPHA5 F2R FAM129A FAM20A FAM20C FBLN1 FGF1 FGF7 FLRT2 FLT1 FZD4 FZD7 GAS6 GBP1 GDNF HES1 HGF HSPA2 HSPB1 IGF2 IGFBP3 ILK INHBA ITGA1 ITGA5 ITGA6 ITGB3 KCTD20 LDB2 LPAR1 LRRC15 MYLK MYOCD NLRC5 NOTCH1 NR2F2 OXTR PAPSS2 PDGFC PDGFRB PID1 PODNL1 PPP1R14A PSME2 RAC2 RASGRP1 RELN RGS4 RPS6KA2 SIK1 SLC25A23 SLC9A3R1 SMYD3 SPHK1 SPRY4 STK32B STK38L TGFB2 TRIB3 TRPC6 VEGFA VLDLR WNK4 WNT16	0.013826618758412	0.0383928571428571
morphogenesis of a branching structure	GO:0001763	CELSR1 COL4A1 EDNRA FGF1 FGF7 GDNF HGF ILK NOTCH1 PBX1 PLXND1 SEMA3C SULF1 TBX3 VEGFA	0.0142407916075589	0.077720207253886
regulation of neuron differentiation	GO:0045664	ANKRD1 B2M CAMK1D CRABP2 CXCL12 DPYSL3 EPHA4 HES1 HEYL HGF ID4 ILK JAG1 LPAR1 NBL1 NDNF NOTCH1 NOTCH3 PBX1 PLXNA2 PLXND1 PTN RARB RELN SDC2 SOX11 SPP1 TENM3 TRPC6 TRPV2 VEGFA VLDLR	0.0147854735593631	0.0571428571428571
ureteric bud development	GO:0001657	CRLF1 FGF1 GDNF HES1 ILK KIF26B PBX1 RARB SDC1 VEGFA	0.0152115377064738	0.103092783505155
placenta development	GO:0001890	DCN GJA1 HES1 IGF2 ITGB8 KRT19 NR2F2 PHLDA2 PLCD1 PTGIS RBPJ SPP1	0.0152478657460507	0.0816326530612245
axonogenesis	GO:0007409	AUTS2 CCKAR CRABP2 CXCL12 EPHA4 EPHA5 ETV1 FLRT2 GDNF ILK LAMA2 NFIB NOTCH1 NRP2 NRXN3 PLXNA2 PLXND1 RELN SEMA3B SEMA3C SPP1 TRPV2 UNC5B VASP VCL VEGFA VLDLR	0.0154992601680856	0.0635294117647059
cellular response to BMP stimulus	GO:0071773	ADAMTS12 BMP8B GREM2 HES1 HEYL ILK NBL1 NOTCH1 RBPJ SOX11 SULF1 TGFB2 ZNF423	0.0156551892254752	0.0797546012269939
Notch signaling pathway	GO:0007219	CDH6 DNER HES1 HEYL JAG1 KRT19 NOTCH1 NOTCH3 PEAR1 POSTN RBPJ TBX2 ZNF423	0.0156882369036672	0.0787878787878788
negative regulation of glial cell proliferation	GO:0060253	HES1 NOTCH1 PTN SOX11	0.0156882369036672	0.266666666666667
positive regulation of protein kinase activity	GO:0045860	CD24 CD4 CEMIP CENPE CHI3L1 CLU CSPG4 EPHA4 F2R FAM20A FGF1 FLT1 FZD4 GAS6 HGF HSPA2 IGF2 ILK ITGA1 ITGB3 LPAR1 PDGFC PDGFRB RASGRP1 RELN TGFB2 VEGFA VLDLR	0.0159500208661947	0.0556660039761431
positive regulation of cell projection organization	GO:0031346	ANKRD1 AUTS2 CAMK1D CRABP2 CXCL12 DPYSL3 ENPP2 EPHA4 HGF ILK LPAR1 NDNF PALM PLXND1 PTN RAC2 RELN TENM2 TENM3 TRPV2 VEGFA VLDLR	0.0161597211942241	0.0683229813664596
regulation of cardiac muscle cell proliferation	GO:0060043	GJA1 KCNK2 NOTCH1 RBP4 RBPJ TBX2	0.0164663603619429	0.162162162162162
regulation of BMP signaling pathway	GO:0030510	GREM2 HES1 ILK NBL1 NOTCH1 RBPJ SOX11 SULF1 ZNF423	0.0168761591852077	0.107142857142857
response to estradiol	GO:0032355	ARNT2 CD4 NR2F2 OXTR PDGFRB PENK POSTN PTN SSTR1 TFPI WFDC1	0.0168761591852077	0.0852713178294574
cellular response to nutrient	GO:0031670	BRIP1 GAS6 HMOX1 PENK POSTN PTN	0.0168761591852077	0.15
mesonephric epithelium development	GO:0072163	CRLF1 FGF1 GDNF HES1 ILK KIF26B PBX1 RARB SDC1 VEGFA	0.0169798495146423	0.102040816326531
mesonephric tubule development	GO:0072164	CRLF1 FGF1 GDNF HES1 ILK KIF26B PBX1 RARB SDC1 VEGFA	0.0169798495146423	0.102040816326531
negative regulation of homotypic cell-cell adhesion	GO:0034111	C1QTNF1 CD9 PRKG1 SERPINE2	0.017303861878825	0.285714285714286
positive regulation of chemotaxis	GO:0050921	CAMK1D CMKLR1 CXCL12 GAS6 HSPB1 IL16 LPAR1 PDGFRB RAC2 VEGFA	0.017303861878825	0.0769230769230769
response to lipid	GO:0033993	ALPL ANKRD1 ARNT2 CD36 CD4 CLU CSNK2B DCN DDIT4 DSG2 F2R FZD4 FZD7 GJA1 HEYL INHBA KCNMB1 LPAR1 MICB NOTCH1 NR2F2 OXTR PDGFRB PENK PID1 POSTN PTN RARB RBP4 SDC1 SMYD3 SPP1 SSTR1 TFPI TGFB2 THBD TRH VCAM1 WFDC1	0.017303861878825	0.0435267857142857
salivary gland morphogenesis	GO:0007435	FGF7 HGF NFIB PLXND1 SEMA3C TGFB2	0.017303861878825	0.176470588235294
regulation of smooth muscle contraction	GO:0006940	CHRM2 CNN1 F2R MYOCD OXTR PRKG1 SPHK1	0.017372024787273	0.11864406779661
mesenchymal cell differentiation	GO:0048762	EDNRA GDNF HES1 HEYL HGF JAG1 LOXL3 NOTCH1 RBPJ SEMA3C SOX11 STAT1 TGFB2 WNT16	0.0173895864547941	0.0769230769230769
epithelial to mesenchymal transition involved in endocardial cushion formation	GO:0003198	HEYL NOTCH1 RBPJ TGFB2	0.0175306776634222	0.235294117647059
endocardial cushion development	GO:0003197	HEYL JAG1 NOTCH1 RBPJ TBX2 TGFB2	0.0175306776634222	0.153846153846154
embryonic eye morphogenesis	GO:0048048	ALDH1A3 MFAP2 RARB SOX11 TBX2 WNT16	0.0180330401526475	0.176470588235294
glomerulus vasculature development	GO:0072012	ACTA2 HES1 NOTCH1 NOTCH3 PDGFRB	0.0181335830688817	0.2
positive regulation of neurogenesis	GO:0050769	ANKRD1 CAMK1D CRABP2 CXCL12 DPYSL3 EPHA4 HES1 HEYL HGF ILK LPAR1 NBL1 NDNF NOTCH1 PLXND1 PTN RARB RELN SERPINE2 SOX11 TENM3 TRPC6 TRPV2 VEGFA VLDLR	0.0186443058967779	0.0618811881188119
heart valve morphogenesis	GO:0003179	FGFRL1 HEYL JAG1 NOTCH1 SOX4 TGFB2	0.018703999983695	0.166666666666667
epithelial cell fate commitment	GO:0072148	HES1 NOTCH1 NR2F2 RBPJ	0.0188656876729841	0.25
peptidyl-tyrosine phosphorylation	GO:0018108	CBLB CD24 CD36 CD4 CRLF1 CSPG4 ENPP2 EPHA4 EPHA5 FGF1 FGF7 FLT1 GAS6 HES1 HGF IGF2 ITGA5 ITGB3 PDGFC PDGFRB RELN VEGFA	0.019283251843613	0.0599455040871935
cardiac muscle cell differentiation	GO:0055007	DDX39B FHOD3 FZD7 MYOCD PDGFRB RARB RBPJ SIK1 TBX3 VEGFA	0.0197246787169004	0.103092783505155
sequestering of BMP from receptor via BMP binding	GO:0038098	GREM2 NBL1	0.0199811598888107	1
mesonephros development	GO:0001823	CRLF1 FGF1 GDNF HES1 ILK KIF26B PBX1 RARB SDC1 VEGFA	0.0200284136713886	0.0980392156862745
calcium ion homeostasis	GO:0055074	ATP13A3 C1QTNF1 CACNA1A CCKAR CD24 CD36 CD4 CEMIP CXCL12 DMD EDNRA F2R FAM20A GJA1 ITPR3 JPH2 LPAR1 OXTR SLC24A3 SLC25A23 TRPC4 TRPC6	0.0201694066934273	0.0533980582524272
positive regulation of angiogenesis	GO:0045766	ADM2 CHI3L1 FGF1 FLT1 HGF HMOX1 HSPB1 ITGA5 PTGIS SPHK1 VEGFA	0.0202547425913284	0.0827067669172932
actin cytoskeleton organization	GO:0030036	ANKRD1 ARHGDIB AUTS2 BST2 CAPG CELSR1 CFL2 CNN1 CXCL12 DAAM2 DPYSL3 EPB41L3 EPHA5 FGF7 FHOD3 ILK KRT19 LDB3 LMOD1 LPAR1 NEDD9 PDGFRB PDLIM3 PLEKHG2 PRKG1 RAC2 S100A10 SLC9A3R1 SYNPO2 TNXB TPM2 VASP	0.0203953729661222	0.0558464223385689
oligodendrocyte differentiation	GO:0048709	CD9 CLU HES1 ID4 LPAR1 NOTCH1 SOX11 TRPC4 TSPAN2	0.0206518209044287	0.105882352941176
hair follicle development	GO:0001942	CDH3 CELSR1 FGF7 FOXE1 INHBA LDB2 NOTCH1 RBPJ TGFB2	0.0209416855063518	0.103448275862069
integrin-mediated signaling pathway	GO:0007229	ILK ITGA1 ITGA11 ITGA5 ITGA6 ITGA7 ITGB3 ITGB8 LOXL3 NEDD9	0.021054499463067	0.106382978723404
endothelial tube morphogenesis	GO:0061154	ADAMTS12 CSNK2B FGF1 RBPJ	0.0215866834016843	0.266666666666667
cell junction assembly	GO:0034329	CD9 EPB41L3 FBLIM1 GJA1 HEG1 ILK ITGA5 ITGA6 ITGB3 JUP KRT14 S100A10 TNS1 VASP VCL VEGFA	0.0216774107041288	0.0792079207920792
endocardial cushion morphogenesis	GO:0003203	HEYL NOTCH1 RBPJ TBX2 TGFB2	0.0219055861947188	0.172413793103448
vascular smooth muscle cell development	GO:0097084	HES1 NOTCH1 VEGFA	0.0219673710756315	0.375
positive regulation of vascular endothelial growth factor receptor signaling pathway	GO:0030949	FLT1 ITGA5 ITGB3 VEGFA	0.0224036858033828	0.266666666666667
skin epidermis development	GO:0098773	CDH3 CELSR1 FGF7 FOXE1 INHBA LDB2 NOTCH1 RBPJ TGFB2	0.0224827976333989	0.101123595505618
semi-lunar valve development	GO:1905314	HEYL JAG1 NOTCH1 TGFB2	0.022770183682334	0.25
outflow tract septum morphogenesis	GO:0003148	NRP2 RARB SEMA3C TBX2 TGFB2	0.022770183682334	0.2
regulation of vascular endothelial growth factor receptor signaling pathway	GO:0030947	FLT1 FZD4 ITGA5 ITGB3 VEGFA	0.022770183682334	0.192307692307692
regulation of muscle contraction	GO:0006937	CHRM2 CNN1 DMD DSG2 DSP F2R JUP MYL9 MYOCD OXTR PRKG1 SPHK1	0.022770183682334	0.0789473684210526
negative regulation of growth	GO:0045926	BST2 CD36 CDA FHL1 GJA1 HSPA1A INHBA KCNK2 LGMN NOTCH1 RBP4 SERPINE2 SPP1 TGFB2 WFDC1	0.022895381917623	0.0669642857142857
ectodermal cell differentiation	GO:0010668	FZD7 ITGA6 VPS52	0.0229012258949163	0.428571428571429
second-messenger-mediated signaling	GO:0019932	ADM2 CD36 CD4 CMKLR1 DMD EPHA5 GBP1 HOMER2 ITPR3 JPH2 MCTP2 NDNF NFATC1 PDE10A PRKG1 SLC9A3R1 SPHK1 VCAM1	0.0229902024450928	0.0622837370242214
positive regulation of osteoblast differentiation	GO:0045669	FAM20C HGF ID4 IFITM1 ILK JAG1 SOX11	0.0232699422366488	0.12280701754386
positive regulation of metabolic process	GO:0009893	AATF ACKR3 ACTA2 ACTG2 ADM2 AGPAT1 AKAP12 ANKRD1 ARNT2 ASS1 ATF5 AUTS2 BEX1 BMP8B C1QTNF1 CAMK1D CAMTA2 CD24 CD36 CD4 CDH3 CEMIP CENPE CHI3L1 CLEC3B CLU CREB5 CRLF1 CSNK2B CSPG4 CTSC DAPK1 DCN DDX39B DHFR EDNRA ENPP2 EPHA4 ETV1 EYA2 F2R FAM129A FAM20A FBLN1 FGF1 FGF7 FLT1 FOXE1 FZD4 FZD7 GAS6 GDNF GJA1 HES1 HEYL HGF HMOX1 HSPA1A HSPA2 HSPB1 ID4 IGF2 IGFBP3 ILK INHBA ITGA1 ITGA5 ITGA6 ITGB3 ITGB8 JAG1 KCTD20 LDB2 LPAR1 LRRC32 LUM MAF MEIS2 MYOCD NFATC1 NFIB NLRC5 NOTCH1 NOTCH3 NR2F2 PBX1 PDGFC PDGFRB PID1 PITX1 PSME2 RARB RASGRP1 RBPJ RELN SMYD3 SOX11 SOX4 SPHK1 SPP1 STARD4 STAT1 TADA2A TBX3 TGFB2 TRIB3 TRPC6 TRPS1 VEGFA VLDLR WNT16 ZNF423	0.0232974765550957	0.0349672182329066
regulation of heart growth	GO:0060420	DDX39B GJA1 KCNK2 NOTCH1 RBP4 RBPJ TBX2	0.0232974765550957	0.12962962962963
pharynx development	GO:0060465	FOXE1 TBX2	0.0235029202494633	1
positive regulation of cardiocyte differentiation	GO:1905209	DDX39B MYOCD RBPJ SEMA3C TGFB2	0.0237685713200553	0.2
positive regulation of small GTPase mediated signal transduction	GO:0051057	AUTS2 F2R LPAR1 NOTCH1 PDGFRB RASGRP1 RELN	0.0238556138820532	0.127272727272727
cell-cell adhesion via plasma-membrane adhesion molecules	GO:0098742	AMIGO2 CADM1 CDH3 CDH6 CELSR1 CLSTN2 DSG2 FGFRL1 ITGA5 PCDH1 PCDH10 PCDH7 PCDHGB7 TENM2 TENM3 TGFB2 VCAM1	0.0238702664334477	0.0735930735930736
proteoglycan metabolic process	GO:0006029	ADAMTS12 CHSY3 COL11A1 CSPG4 DCN HS3ST3B1 NDNF SULF1 SULF2	0.0240216496498282	0.109756097560976
cardiac epithelial to mesenchymal transition	GO:0060317	HEYL NOTCH1 RBPJ TGFB2 WNT16	0.0243096762637877	0.161290322580645
regulation of astrocyte differentiation	GO:0048710	EPHA4 HES1 ID4 NOTCH1 SERPINE2	0.0243530589966972	0.185185185185185
eye morphogenesis	GO:0048592	ALDH1A3 COL8A2 JAG1 MFAP2 PTN RARB RBP4 SOX11 TBX2 TENM3 VEGFA WNT16	0.0243530589966972	0.0839160839160839
regulation of ossification	GO:0030278	DHRS3 FAM20C HGF ID4 IFITM1 ILK JAG1 NOTCH1 PBX1 RBPJ SMOC1 SOX11 TGFB2	0.0243530589966972	0.0734463276836158
regulation of catalytic activity	GO:0050790	A2M ARHGDIB BST2 CBLB CD24 CD4 CDH3 CEMIP CENPE CHI3L1 CLU CSNK2B CSPG4 CYGB DAPK1 DCN DHFR DOCK10 EDNRA ELFN1 EPHA4 EPHA5 F2R FAM20A FBLN1 FGF1 FLRT2 FLT1 FZD4 GAS6 GDNF HGF HSPA1A HSPA2 HSPB1 IFI6 IGF2 IGFBP3 ILK ITGA1 ITGA6 ITGB3 LDB2 LPAR1 LRRC15 MYOCD NES NLRC5 NOTCH1 NR2F2 OAS3 PALM PDGFC PDGFRB PLXND1 PODNL1 PPP1R11 PPP1R14A PRKG1 PSME2 PTN RAC2 RASGRP1 RELN RGS4 RGS5 S100A10 SERINC2 SERPINA9 SERPINB2 SERPINE2 SLC9A3R1 SMYD3 TBC1D3C TBC1D3D TFPI TFPI2 TGFB2 TPM2 TRIB3 VEGFA VLDLR WFDC1	0.0244984193016239	0.0372531418312388
regulation of smooth muscle cell proliferation	GO:0048660	CNN1 DDX39B HMOX1 IGFBP3 ILK MMP2 MYOCD NOTCH3 PDGFRB STAT1	0.0244984193016239	0.087719298245614
hair cycle process	GO:0022405	CDH3 CELSR1 FGF7 FOXE1 INHBA LDB2 NOTCH1 RBPJ TGFB2	0.0245450684020292	0.101123595505618
negative regulation of vascular smooth muscle cell proliferation	GO:1904706	CNN1 HMOX1 MYOCD	0.024801339707153	0.333333333333333
metanephric nephron morphogenesis	GO:0072273	GDNF HES1 KIF26B PDGFRB STAT1	0.0250900012895536	0.192307692307692
positive regulation of cell death	GO:0010942	ADAMTSL4 ALDH1A3 ANKRD1 CAMK1D CD36 CLU COL18A1 CTSC DAPK1 DDIT4 F2R HMOX1 IGFBP3 INHBA ITGA1 ITGA6 KCNK2 KCNMA1 LPAR1 MMP3 NOTCH1 PDGFRB PLEKHG2 PTGIS PTN RARB RPS6KA2 SIK1 SLC9A3R1 SOX4 TGFB2	0.0255069576159216	0.0492063492063492
salivary gland development	GO:0007431	FGF7 HGF NFIB PLXND1 SEMA3C TGFB2	0.0259500618124677	0.157894736842105
cellular response to vitamin	GO:0071295	BRIP1 GAS6 PENK POSTN PTN	0.0262324561171549	0.172413793103448
response to virus	GO:0009615	ACTA2 BST2 CHRM2 CLU CXCL12 DDIT4 GBP1 HSPB1 IFI44 IFITM1 MICB MX2 NLRC5 OAS2 OAS3 PENK STAT1	0.0263626462064348	0.0559210526315789
